YearStart,YearEnd,LocationAbbr,LocationDesc,Question,DataValueUnit,DataValueTypeID,DataValueType,DataValue,DataValueAlt,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,TopicID,QuestionID,LocationID,StratificationCategoryID1,StratificationID1
2014,2014,AK,,Chronic liver disease mortality,,NMBR,Number,51,51, ,,,Gender,Male,"(64.84507995700051, -147.72205903599973)",ALC,ALC6_0,2,GENDER,GENM
2014,2014,CA,California,Chronic liver disease mortality,,NMBR,Number,5013,"5,013", ,,,Overall,Overall,"(37.63864012300047, -120.99999953799971)",ALC,ALC6_0,6,OVERALL,OVR
2014,2014,CA,California,Chronic liver disease mortality,,NMBR,Number,2636,"2,636", ,,,Race/Ethnicity,"White, non-Hispanic","(37.63864012300047, -120.99999953799971)",ALC,ALC6_0,6,RACE,WHT
2014,2014,AK,Alaska,Chronic liver disease mortality,,NMBR,Number,84,84, ,,,Overall,Overall,"(64.84507995700051, -147.72205903599973)",ALC,ALC6_0,2,OVERALL,OVR
2014,2014,HI,Hawaii,Chronic liver disease mortality,,NMBR,Number,50,50, ,,,Race/Ethnicity,Asian or Pacific Islander,"(21.304850435000446, -157.85774940299973)",ALC,ALC6_0,15,RACE,API
2014,2014,AK,Alaska,Chronic liver disease mortality,,NMBR,Number,53,53, ,,,Race/Ethnicity,"White, non-Hispanic","(64.84507995700051, -147.72205903599973)",ALC,ALC6_0,2,RACE,WHT
2014,2014,IL,Illinois,Chronic liver disease mortality,,NMBR,Number,161,161, ,,,Race/Ethnicity,"Black, non-Hispanic","(40.48501028300046, -88.99771017799969)",ALC,ALC6_0,17,RACE,BLK
2014,2014,CA,California,Chronic liver disease mortality,,NMBR,Number,209,209, ,,,Race/Ethnicity,Asian or Pacific Islander,"(37.63864012300047, -120.99999953799971)",ALC,ALC6_0,6,RACE,API
2014,2014,CA,California,Chronic liver disease mortality,,NMBR,Number,252,252, ,,,Race/Ethnicity,"Black, non-Hispanic","(37.63864012300047, -120.99999953799971)",ALC,ALC6_0,6,RACE,BLK
2014,2014,IL,Illinois,Chronic liver disease mortality,,NMBR,Number,477,477, ,,,Gender,Female,"(40.48501028300046, -88.99771017799969)",ALC,ALC6_0,17,GENDER,GENF
2014,2014,AK,Alaska,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,26,26, ,16.6,38.6,Race/Ethnicity,American Indian or Alaska Native,"(64.84507995700051, -147.72205903599973)",ALC,ALC6_0,2,RACE,AIAN
2014,2014,AK,Alaska,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,"(64.84507995700051, -147.72205903599973)",ALC,ALC6_0,2,RACE,API
2014,2014,AK,Alaska,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic","(64.84507995700051, -147.72205903599973)",ALC,ALC6_0,2,RACE,BLK
2014,2014,AK,Alaska,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,9.4,9.4, ,6.4,13.3,Gender,Female,"(64.84507995700051, -147.72205903599973)",ALC,ALC6_0,2,GENDER,GENF
2014,2014,AK,Alaska,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,"(64.84507995700051, -147.72205903599973)",ALC,ALC6_0,2,RACE,HIS
2014,2014,AK,Alaska,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,11.9,11.9, ,8.7,15.9,Gender,Male,"(64.84507995700051, -147.72205903599973)",ALC,ALC6_0,2,GENDER,GENM
2014,2014,AK,Alaska,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,10.7,10.7, ,8.4,13.3,Overall,Overall,"(64.84507995700051, -147.72205903599973)",ALC,ALC6_0,2,OVERALL,OVR
2014,2014,AK,Alaska,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,8.8,8.8, ,6.5,11.7,Race/Ethnicity,"White, non-Hispanic","(64.84507995700051, -147.72205903599973)",ALC,ALC6_0,2,RACE,WHT
2014,2014,AL,Alabama,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,0,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,"(32.84057112200048, -86.63186076199969)",ALC,ALC6_0,1,RACE,AIAN
2014,2014,AL,Alabama,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,0,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,"(32.84057112200048, -86.63186076199969)",ALC,ALC6_0,1,RACE,API
2014,2014,AL,Alabama,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,7.2,7.2, ,5.8,8.9,Race/Ethnicity,"Black, non-Hispanic","(32.84057112200048, -86.63186076199969)",ALC,ALC6_0,1,RACE,BLK
2014,2014,AL,Alabama,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,8,8, ,6.9,9,Gender,Female,"(32.84057112200048, -86.63186076199969)",ALC,ALC6_0,1,GENDER,GENF
2014,2014,AL,Alabama,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,0,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,"(32.84057112200048, -86.63186076199969)",ALC,ALC6_0,1,RACE,HIS
2014,2014,AL,Alabama,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,16.3,16.3, ,14.7,17.8,Gender,Male,"(32.84057112200048, -86.63186076199969)",ALC,ALC6_0,1,GENDER,GENM
2014,2014,AL,Alabama,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,11.8,11.8, ,10.9,12.7,Overall,Overall,"(32.84057112200048, -86.63186076199969)",ALC,ALC6_0,1,OVERALL,OVR
2014,2014,AL,Alabama,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,13.5,13.5, ,12.3,14.6,Race/Ethnicity,"White, non-Hispanic","(32.84057112200048, -86.63186076199969)",ALC,ALC6_0,1,RACE,WHT
2014,2014,AR,Arkansas,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,"(34.74865012400045, -92.27449074299966)",ALC,ALC6_0,5,RACE,AIAN
2014,2014,AR,Arkansas,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,"(34.74865012400045, -92.27449074299966)",ALC,ALC6_0,5,RACE,API
2014,2014,AR,Arkansas,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,5.9,5.9, ,3.8,8.7,Race/Ethnicity,"Black, non-Hispanic","(34.74865012400045, -92.27449074299966)",ALC,ALC6_0,5,RACE,BLK
2014,2014,AR,Arkansas,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,8.2,8.2, ,6.9,9.6,Gender,Female,"(34.74865012400045, -92.27449074299966)",ALC,ALC6_0,5,GENDER,GENF
2014,2014,AR,Arkansas,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,"(34.74865012400045, -92.27449074299966)",ALC,ALC6_0,5,RACE,HIS
2014,2014,AR,Arkansas,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,12.9,12.9, ,11.2,14.7,Gender,Male,"(34.74865012400045, -92.27449074299966)",ALC,ALC6_0,5,GENDER,GENM
2014,2014,AR,Arkansas,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,10.4,10.4, ,9.3,11.5,Overall,Overall,"(34.74865012400045, -92.27449074299966)",ALC,ALC6_0,5,OVERALL,OVR
2014,2014,AR,Arkansas,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,11.3,11.3, ,10,12.5,Race/Ethnicity,"White, non-Hispanic","(34.74865012400045, -92.27449074299966)",ALC,ALC6_0,5,RACE,WHT
2014,2014,AZ,Arizona,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,70.8,70.8, ,60.2,81.3,Race/Ethnicity,American Indian or Alaska Native,"(34.865970280000454, -111.76381127699972)",ALC,ALC6_0,4,RACE,AIAN
2014,2014,AZ,Arizona,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate, ,,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,"(34.865970280000454, -111.76381127699972)",ALC,ALC6_0,4,RACE,API
2014,2014,AZ,Arizona,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,8.8,8.8, ,5.5,13.3,Race/Ethnicity,"Black, non-Hispanic","(34.865970280000454, -111.76381127699972)",ALC,ALC6_0,4,RACE,BLK
2014,2014,AZ,Arizona,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,11.1,11.1, ,10,12.2,Gender,Female,"(34.865970280000454, -111.76381127699972)",ALC,ALC6_0,4,GENDER,GENF
2014,2014,AZ,Arizona,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,17.5,17.5, ,15.2,19.8,Race/Ethnicity,Hispanic,"(34.865970280000454, -111.76381127699972)",ALC,ALC6_0,4,RACE,HIS
2014,2014,AZ,Arizona,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,17.7,17.7, ,16.3,19.1,Gender,Male,"(34.865970280000454, -111.76381127699972)",ALC,ALC6_0,4,GENDER,GENM
2014,2014,AZ,Arizona,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,14.3,14.3, ,13.4,15.2,Overall,Overall,"(34.865970280000454, -111.76381127699972)",ALC,ALC6_0,4,OVERALL,OVR
2014,2014,AZ,Arizona,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,11.7,11.7, ,10.7,12.7,Race/Ethnicity,"White, non-Hispanic","(34.865970280000454, -111.76381127699972)",ALC,ALC6_0,4,RACE,WHT
2014,2014,CA,California,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,30.3,30.3, ,23.2,38.8,Race/Ethnicity,American Indian or Alaska Native,"(37.63864012300047, -120.99999953799971)",ALC,ALC6_0,6,RACE,AIAN
2014,2014,CA,California,Chronic liver disease mortality,"cases per 100,000",AGEADJRATE,Age-adjusted Rate,3.3,3.3, ,2.9,3.8,Race/Ethnicity,Asian or Pacific Islander,"(37.63864012300047, -120.99999953799971)",ALC,ALC6_0,6,RACE,API
